1.000000 100000
2.000000 100000
3.000000 100000
4.000000 100000
5.000000 100000
6.000000 100000
7.000000 100000
8.000000 100000
9.000000 100000
10.000000 100000
11.000000 100000
12.000000 100000
13.000000 100000
14.000000 100000
15.000000 100000
16.000000 100000
17.000000 100000
18.000000 100000
19.000000 100000
20.000000 100000
21.000000 100000
22.000000 100000
23.000000 100000
24.000000 100000
25.000000 100000
26.000000 100000
27.000000 100000
28.000000 100000
29.000000 100000
30.000000 100000
31.000000 100000
32.000000 100000
33.000000 100000
34.000000 100000
35.000000 100000
36.000000 100000
37.000000 100000
38.000000 100000
39.000000 100000
40.000000 100000
41.000000 100000
42.000000 100000
43.000000 100000
44.000000 100000
45.000000 100000
46.000000 100000
47.000000 100000
48.000000 100000
49.000000 100000
50.000000 100000
51.000000 100000
52.000000 100000
53.000000 100000
54.000000 100000
55.000000 100000
56.000000 100000
57.000000 100000
58.000000 100000
59.000000 100000
60.000000 100000
61.000000 100000
62.000000 100000
63.000000 100000
64.000000 100000
65.000000 100000
66.000000 100000
67.000000 100000
68.000000 100000
69.000000 100000
70.000000 100000
71.000000 100000
72.000000 100000
73.000000 100000
74.000000 100000
75.000000 100000
76.000000 100000
77.000000 100000
78.000000 100000
79.000000 100000
80.000000 100000
81.000000 100000
82.000000 100000
83.000000 100000
84.000000 100000
85.000000 100000
86.000000 100000
87.000000 100000
88.000000 100000
89.000000 100000
90.000000 100000
91.000000 100000
92.000000 100000
93.000000 100000
94.000000 100000
95.000000 100000
96.000000 100000
97.000000 100000
98.000000 100000
99.000000 100000
100.000000 100000
